City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
244,mitsamiouli,-11.3847,43.2844,300.49,79,100,4.25,KM,1675638503
245,ixtapa,20.7,-105.2,297.72,73,0,3.6,MX,1675638035
246,puerto ayacucho,5.6639,-67.6236,298.16,79,75,3.08,VE,1675638504
247,mansoa,12.0733,-15.3189,295.24,48,51,2.37,GW,1675638505
248,morristown,36.214,-83.2949,285.54,60,0,5.66,US,1675638505
249,mehamn,71.0357,27.8492,276.12,87,75,10.8,NO,1675638506
250,georgetown,5.4112,100.3354,299.11,99,20,0.51,MY,1675638034
251,kamenka,51.3223,42.7678,259.14,98,85,1.84,RU,1675638507
252,faro,37.0194,-7.9322,287.57,62,0,4.12,PT,1675638508
253,fukue,32.6881,128.8419,284.05,55,100,4.62,JP,1675638508
254,praia da vitoria,38.7333,-27.0667,289.13,88,75,7.41,PT,1675638258
255,jumla,29.2747,82.1838,275.58,57,0,1.82,NP,1675638509
256,chivilcoy,-34.8957,-60.0167,300.46,25,8,1.26,AR,1675638403
257,hofn,64.2539,-15.2082,281.24,95,100,15.68,IS,1675638510
258,vaitape,-16.5167,-151.75,300.66,74,16,6.82,PF,1675638511
259,taldan,53.6667,124.8,245.53,100,97,0.76,RU,1675638511
260,acarau,-2.8856,-40.12,299.09,82,57,5.15,BR,1675638512
261,manono,-7.3,27.4167,292.75,94,99,0.91,CD,1675638513
262,tadine,-21.55,167.8833,301.64,75,28,2.64,NC,1675638513
263,san patricio,28.017,-97.5169,299.2,64,0,5.14,US,1675638513
264,valkla,59.4744,25.3186,273.52,88,100,6.35,EE,1675638514
265,tomigusuku,26.185,127.675,291.45,100,75,4.12,JP,1675638514
266,mormugao,15.4,73.8,296.74,88,44,1.54,IN,1675638515
267,formosa do rio preto,-11.0483,-45.1931,297.28,73,84,0.64,BR,1675638516
268,poum,-20.2333,164.0167,302.01,80,100,8.99,NC,1675638516
269,noumea,-22.2763,166.4572,306.14,99,86,2.93,NC,1675638517
270,haimen,23.1935,116.6142,288.95,94,100,4.05,CN,1675638517
271,souillac,-20.5167,57.5167,298.57,83,100,4.81,MU,1675638518
272,tucuma,-0.1833,-50.05,297.54,93,100,2.5,BR,1675638518
273,udachnyy,66.4167,112.4,238.95,73,98,0.69,RU,1675638519
274,baisha,26.5222,110.9311,282.74,98,85,0.51,CN,1675638519
275,matara,5.9485,80.5353,297.27,92,99,1.2,LK,1675638520
276,namibe,-15.1961,12.1522,294.91,79,46,2.63,AO,1675638520
277,ossora,59.2353,163.0719,249.65,80,8,1.84,RU,1675638521
278,clyde river,70.4692,-68.5914,244.28,63,0,5.66,CA,1675638521
279,rio grande,-32.035,-52.0986,297.21,78,8,3.85,BR,1675638522
280,cayenne,4.9333,-52.3333,295.17,100,0,0.51,GF,1675638522
281,padang,-0.9492,100.3543,296.18,79,99,1.95,ID,1675638523
282,puerto escondido,15.85,-97.0667,301.61,61,20,2.57,MX,1675638188
283,vung tau,10.346,107.0843,297.38,83,13,7.04,VN,1675638318
284,boca do acre,-8.7522,-67.3978,297.4,90,100,1.19,BR,1675638330
285,tura,25.5198,90.2201,286.56,52,2,1.16,IN,1675638524
286,kahului,20.8947,-156.47,300.35,73,40,10.29,US,1675637907
287,tsaratanana,-16.7833,47.65,295.3,93,100,2.21,MG,1675638525
288,sakaiminato,35.55,133.2333,279.01,64,29,3.85,JP,1675638525
289,uran,18.8769,72.9397,296.13,54,27,1.68,IN,1675638526
290,foumban,5.7291,10.9001,292.81,27,32,1.57,CM,1675638527
291,taksimo,56.3444,114.8794,255.21,89,100,2.11,RU,1675638357
292,chaoyang,41.5703,120.4586,267.0,52,62,0.85,CN,1675638527
293,aguimes,27.9054,-15.4461,287.5,63,20,3.6,ES,1675638244
294,diveyevo,55.0433,43.2418,255.98,100,96,1.77,RU,1675638528
295,portland,45.5234,-122.6762,283.49,89,100,6.69,US,1675638490
296,falmouth,50.1544,-5.0711,277.65,93,20,1.03,GB,1675638529
297,san angelo,31.4638,-100.437,299.27,21,0,3.6,US,1675638426
298,qaqortoq,60.7167,-46.0333,263.28,59,99,13.34,GL,1675638530
299,grindavik,63.8424,-22.4338,277.41,70,75,19.55,IS,1675638531
300,karratha,-20.7377,116.8463,304.59,52,4,0.27,AU,1675638531
301,coahuayana,18.7333,-103.6833,302.32,48,0,2.51,MX,1675638532
302,calatayud,41.3535,-1.6432,277.25,74,12,1.07,ES,1675638533
303,iqaluit,63.7506,-68.5145,245.2,68,100,8.94,CA,1675638533
304,bushehr,28.9684,50.8385,289.49,51,78,1.49,IR,1675638534
305,bubaque,11.2833,-15.8333,297.79,61,60,6.61,GW,1675638535
306,tigil,57.8,158.6667,248.42,100,96,0.51,RU,1675638535
307,mayumba,-3.432,10.6554,298.79,86,80,2.26,GA,1675638536
308,omboue,-1.5746,9.2618,298.64,85,75,2.15,GA,1675638536
309,faanui,-16.4833,-151.75,300.65,74,16,6.83,PF,1675638537
310,norman wells,65.282,-126.8329,247.45,99,89,0.71,CA,1675638537
311,codrington,-38.2667,141.9667,289.64,67,64,2.66,AU,1675638537
312,gat,31.61,34.7642,287.26,2,93,6.57,IL,1675638538
313,agadez,19.75,10.25,290.15,11,1,5.36,NE,1675638539
314,manta,-0.95,-80.7333,302.03,70,75,3.6,EC,1675638539
315,katsuura,35.1333,140.3,281.89,76,3,3.58,JP,1675638539
316,vila velha,-20.3297,-40.2925,300.34,84,20,3.6,BR,1675638540
317,bethanien,-26.502,17.1583,298.97,37,100,2.13,NA,1675638541
318,vienne,48.2085,16.3721,271.42,75,0,4.12,AT,1675638494
319,salinas,36.6777,-121.6555,286.75,74,75,7.2,US,1675638542
320,kirakira,-10.4544,161.9205,299.12,92,100,9.72,SB,1675638542
321,banda aceh,5.5577,95.3222,298.33,81,89,1.65,ID,1675638543
322,sabratah,32.7933,12.4885,286.46,66,47,3.63,LY,1675638543
323,helena,46.5927,-112.0361,278.84,70,100,2.06,US,1675637933
324,turka,49.1541,23.0297,265.81,95,100,3.2,UA,1675638544
325,langham,52.3668,-106.9679,271.94,91,57,3.13,CA,1675638545
326,omsukchan,62.5333,155.8,235.56,98,77,2.06,RU,1675638545
327,macouria,4.9167,-52.3667,295.12,100,0,0.51,GF,1675638546
328,pangai,-19.8,-174.35,300.21,78,40,8.23,TO,1675638439
329,martapura,-3.4167,114.85,297.2,94,40,2.57,ID,1675638547
330,port hedland,-20.3167,118.5667,300.18,78,0,2.06,AU,1675638547
331,thompson,55.7435,-97.8558,258.78,96,100,2.27,CA,1675638548
332,isangel,-19.55,169.2667,303.35,65,99,2.47,VU,1675638548
333,olafsvik,64.8945,-23.7142,276.73,80,100,19.4,IS,1675638549
334,burriana,39.889,-0.085,282.43,82,0,1.26,ES,1675638549
335,ugoofaaru,5.6667,73.0,299.78,77,93,1.33,MV,1675638550
336,ust-omchug,61.15,149.6333,236.2,99,81,1.63,RU,1675638551
337,tocopilla,-22.092,-70.1979,296.27,78,4,3.62,CL,1675638551
338,parkes,-33.1333,148.1833,298.87,31,0,0.35,AU,1675638552
339,luwuk,-0.9516,122.7875,298.72,81,100,2.12,ID,1675638553
340,nola,40.922,14.5329,278.37,65,19,3.93,IT,1675638553
341,pinega,64.7001,43.3936,254.61,98,58,2.62,RU,1675638554
342,shelburne,44.0787,-80.2041,274.33,86,100,5.97,CA,1675638555
343,bandarbeyla,9.4942,50.8122,296.81,74,78,6.4,SO,1675638555
344,lancaster,40.2504,-76.2499,278.76,58,0,1.34,US,1675638556
345,tshane,-24.0196,21.8684,297.55,58,71,3.95,BW,1675638556
346,ciudad bolivar,8.1222,-63.5497,302.82,43,91,5.84,VE,1675638557
347,longyan,25.1072,117.0225,288.75,98,98,0.74,CN,1675638363
348,neyvo-rudyanka,57.3444,60.1343,259.05,98,100,0.53,RU,1675638558
349,asau,46.4333,26.4,268.86,93,100,4.11,RO,1675638558
350,vao,-22.6667,167.4833,299.34,86,65,7.14,NC,1675638559
351,airai,-8.9266,125.4092,290.33,87,98,0.91,TL,1675638559
352,shenjiamen,29.9576,122.298,284.23,97,100,4.5,CN,1675638560
353,mahebourg,-20.4081,57.7,298.85,82,89,5.71,MU,1675638561
354,chifeng,42.2683,118.9636,264.06,55,1,0.84,CN,1675638561
355,nouadhibou,20.931,-17.0347,290.09,61,99,9.61,MR,1675638562
356,the valley,18.217,-63.0578,298.76,73,20,6.69,AI,1675638562
357,mandalgovi,45.7625,106.2708,262.34,50,94,3.62,MN,1675638563
358,kenai,60.5544,-151.2583,271.53,77,100,15.95,US,1675638563
359,sakakah,29.9697,40.2064,284.34,35,99,3.41,SA,1675638544
360,quatre cocos,-20.2078,57.7625,298.76,83,62,5.59,MU,1675638564
361,najran,17.4924,44.1277,289.51,35,100,0.64,SA,1675638304
362,guarapari,-20.6667,-40.4975,300.31,90,19,4.46,BR,1675638565
363,camargo,27.6667,-105.1667,298.62,12,0,2.99,MX,1675638565
364,mandan,46.8267,-100.8896,274.16,82,0,4.12,US,1675638566
365,bodmin,50.4715,-4.7243,277.55,87,94,5.14,GB,1675638566
366,tuatapere,-46.1333,167.6833,287.54,90,91,5.0,NZ,1675638567
367,geraldton,-28.7667,114.6,296.38,68,100,4.63,AU,1675638567
368,bethel,41.3712,-73.414,278.36,58,100,0.45,US,1675638569
369,kondinskoye,59.6481,67.41,255.37,98,100,0.24,RU,1675638569
370,hun,29.1268,15.9477,284.02,70,22,4.03,LY,1675638570
371,aklavik,68.2191,-135.0107,236.17,98,50,1.09,CA,1675638570
372,kapiri mposhi,-13.9652,28.6809,289.56,95,100,2.58,ZM,1675638571
373,inirida,3.8653,-67.9239,296.55,93,90,0.87,CO,1675638571
374,labuhan,-6.8844,112.2051,298.63,84,100,1.5,ID,1675638572
375,tavda,58.0425,65.2726,256.84,100,100,1.13,RU,1675638573
376,matagami,49.7502,-77.6328,256.63,95,100,2.37,CA,1675638573
377,ouargaye,11.5033,0.0572,301.0,14,89,3.39,BF,1675638573
378,mattawa,46.7379,-119.9028,281.49,91,100,2.09,US,1675638412
379,pasighat,28.0667,95.3333,287.69,47,0,1.46,IN,1675638574
380,fairbanks,64.8378,-147.7164,262.09,79,0,2.06,US,1675638302
381,beisfjord,68.3751,17.5988,275.18,92,99,2.62,NO,1675638575
382,dunedin,-45.8742,170.5036,294.15,60,23,9.39,NZ,1675638048
383,puerto suarez,-18.95,-57.8,299.44,63,62,0.55,BO,1675638576
384,chopovychi,50.8332,28.9533,268.32,93,100,5.14,UA,1675638577
385,susanville,40.4163,-120.653,278.06,70,40,4.02,US,1675638577
386,maniitsoq,65.4167,-52.9,257.67,90,100,4.22,GL,1675638578
387,bantry,51.6833,-9.45,282.47,97,84,3.1,IE,1675638579
388,tonekabon,36.8163,50.8738,284.87,54,66,1.33,IR,1675638579
389,iberia,29.9502,-91.7507,294.19,49,0,2.57,US,1675638579
390,conde,-7.2597,-34.9075,299.85,78,20,3.09,BR,1675638580
391,mabaruma,8.2,-59.7833,295.03,97,70,1.56,GY,1675638581
392,sokolo,14.7328,-6.1219,298.23,15,14,4.58,ML,1675638581
393,eydhafushi,5.1033,73.0708,299.94,80,100,3.41,MV,1675638582
394,lengshuitan,26.4111,111.5956,282.53,93,99,1.14,CN,1675638582
395,roma,43.2128,-75.4557,279.11,61,100,0.0,US,1675638583
396,biak,-0.9131,122.8766,298.18,78,100,2.61,ID,1675638583
397,mucurapo,10.6667,-61.5333,299.89,69,71,4.7,TT,1675638333
398,bida,9.0833,6.0167,301.32,20,98,1.25,NG,1675638584
399,gorom-gorom,14.4439,-0.2361,299.4,14,100,3.72,BF,1675638585
400,pericos,25.05,-107.7,304.47,25,0,4.56,MX,1675638585
401,caravelas,-17.7125,-39.2481,298.97,82,0,4.86,BR,1675638461
402,bathsheba,13.2167,-59.5167,299.49,73,75,10.8,BB,1675638586
403,bundaberg,-24.85,152.35,302.16,82,65,2.68,AU,1675638587
404,fomboni,-12.28,43.7425,301.17,74,100,1.96,KM,1675638587
405,nantucket,41.2835,-70.0995,280.23,87,0,6.17,US,1675638588
406,lagoa,39.05,-27.9833,288.28,84,99,4.54,PT,1675638588
407,dwarka,22.2394,68.9678,293.92,81,4,4.53,IN,1675638589
408,joshimath,30.5667,79.5667,276.24,43,0,4.0,IN,1675638589
409,pisco,-13.7,-76.2167,298.18,78,0,7.72,PE,1675638381
410,pingliang,35.5392,106.6861,273.32,32,57,1.15,CN,1675638590
411,huejuquilla el alto,22.6,-103.8667,299.5,11,0,1.41,MX,1675638591
412,swan river,52.1058,-101.2676,270.35,91,31,2.77,CA,1675638592
413,sao joao da barra,-21.6403,-41.0511,298.2,94,32,1.17,BR,1675638592
414,malakal,9.5334,31.6605,299.52,19,33,2.77,SS,1675638593
415,chongwe,-15.3292,28.682,290.99,98,100,1.84,ZM,1675638593
416,vidim,56.4088,103.1106,260.15,97,100,2.32,RU,1675638594
417,broken hill,-31.95,141.4333,297.0,32,0,5.67,AU,1675638594
418,urengoy,65.9667,78.3667,246.36,100,76,0.4,RU,1675638595
419,rajmahal,25.05,87.8333,287.38,61,0,2.19,IN,1675638595
420,durazno,-33.4131,-56.5006,299.06,19,0,1.51,UY,1675638596
421,tuchola,53.5879,17.8591,268.16,90,100,2.14,PL,1675638596
422,tarauaca,-8.1614,-70.7656,295.52,98,98,0.77,BR,1675638597
423,bambous virieux,-20.3428,57.7575,298.83,83,77,5.72,MU,1675638597
424,boden,65.8252,21.6886,265.15,86,44,2.41,SE,1675638598
425,sept-iles,50.2001,-66.3821,256.51,87,100,1.34,CA,1675638598
426,paracuru,-3.41,-39.0306,300.43,83,99,4.0,BR,1675638599
427,calabozo,8.9242,-67.4293,305.09,33,91,3.98,VE,1675638599
428,curepipe,-20.3147,57.5203,295.41,86,90,3.84,MU,1675638600
429,walvis bay,-22.9575,14.5053,292.09,84,95,2.27,NA,1675638600
430,ust-ordynskiy,52.805,104.7508,247.01,100,100,1.09,RU,1675638601
431,mareeba,-17.0,145.4333,299.51,90,68,1.8,AU,1675638602
432,sorland,67.667,12.6934,278.07,71,100,11.39,NO,1675638602
433,scottsbluff,41.8666,-103.6672,279.42,55,0,8.75,US,1675638603
434,haines junction,60.7522,-137.5108,264.78,94,100,1.21,CA,1675638603
435,moindou,-21.6924,165.677,304.01,66,100,2.06,NC,1675638604
436,dongsheng,39.8161,109.9776,267.0,41,74,0.98,CN,1675638604
437,hasaki,35.7333,140.8333,274.37,77,1,3.64,JP,1675638605
438,queimados,-22.7161,-43.5553,301.25,95,96,0.6,BR,1675638605
439,linhares,-19.3911,-40.0722,298.1,85,13,2.84,BR,1675638606
440,kyaikkami,16.08,97.5675,298.27,77,56,0.29,MM,1675638606
441,paoua,7.2427,16.4406,296.0,17,77,2.09,CF,1675638607
442,kunyang,27.6658,120.5658,284.53,95,100,1.23,CN,1675638607
443,rybachiy,48.7073,44.7449,267.07,95,99,2.79,RU,1675638608
444,faya,18.3851,42.4509,284.44,67,86,1.57,SA,1675638609
445,harper,4.375,-7.7169,299.81,84,63,4.02,LR,1675638609
446,evensk,61.95,159.2333,246.21,78,27,3.91,RU,1675638610
447,buala,-8.145,159.5921,298.31,92,100,4.15,SB,1675638610
448,gotsu,35.0,132.2167,277.9,65,78,2.47,JP,1675638611
449,muros,42.7762,-9.0603,281.95,76,0,2.83,ES,1675638612
450,villa carlos paz,-31.4241,-64.4978,296.96,52,0,3.0,AR,1675638612
451,pangody,65.85,74.4859,247.44,100,100,2.18,RU,1675638613
452,sambava,-14.2667,50.1667,296.96,92,99,1.86,MG,1675638613
453,shellbrook,53.2168,-106.4011,270.71,88,50,3.61,CA,1675638614
454,nacala,-14.5428,40.6728,297.6,92,100,2.51,MZ,1675638615
455,nicoya,10.1483,-85.452,301.98,50,60,7.44,CR,1675638616
456,ukiah,39.1502,-123.2078,283.36,85,40,5.66,US,1675638617
457,sakti,22.0333,82.9667,287.94,36,0,1.95,IN,1675638617
